usage_id,user_id,ai_tool_name,usage_date,queries_made,avg_response_time,rating,subscription_type
456,568,Gemini AI,16-01-2024,17,2.43,3,Free
457,270,Gemini AI,15-01-2024,29,1.77,5,Enterprise
458,170,Gemini AI,20-02-2024,18,1.59,4,Free
459,196,DeepSeek AI,14-01-2024,42,2.28,5,Enterprise
460,461,Gemini AI,23-02-2024,9,3.41,3,Enterprise
461,271,Claude AI,19-02-2024,14,1.8,1,Enterprise
462,171,DeepSeek AI,03-02-2024,35,2.89,2,Pro
463,337,Gemini AI,23-01-2024,29,2.59,2,Free
464,326,DeepSeek AI,07-01-2024,21,2.79,3,Pro
465,252,Mistral AI,30-01-2024,35,2.97,5,Free
466,582,DeepSeek AI,22-02-2024,28,1.65,3,Pro
467,545,Mistral AI,14-02-2024,20,3.01,1,Pro
468,464,DeepSeek AI,19-02-2024,10,2.91,3,Free
469,533,Claude AI,11-01-2024,35,2.11,1,Pro
470,144,Claude AI,02-02-2024,45,1.82,1,Pro
471,198,DeepSeek AI,22-02-2024,16,2.24,3,Enterprise
472,483,DeepSeek AI,13-01-2024,43,1.88,5,Free
473,599,DeepSeek AI,24-02-2024,33,3.39,5,Pro
474,183,ChatGPT,07-02-2024,5,2.27,4,Pro
475,170,Gemini AI,28-02-2024,12,2.29,4,Pro
476,187,ChatGPT,14-01-2024,13,2.79,1,Enterprise
477,278,Mistral AI,23-02-2024,12,2.5,1,Enterprise
478,338,Mistral AI,31-01-2024,11,3.15,5,Pro
479,140,DeepSeek AI,01-03-2024,18,3.45,2,Enterprise
480,184,Gemini AI,05-02-2024,40,3,5,Enterprise
481,213,Mistral AI,19-01-2024,15,1.72,5,Enterprise
482,496,Mistral AI,10-01-2024,24,1.71,4,Pro
483,582,ChatGPT,10-02-2024,19,3.07,2,Pro
484,263,DeepSeek AI,22-02-2024,35,2.01,3,Enterprise
485,297,DeepSeek AI,06-01-2024,12,3.45,5,Pro
486,340,DeepSeek AI,19-01-2024,25,2.9,3,Pro
487,453,Claude AI,20-02-2024,33,2.64,5,Pro
488,369,Mistral AI,07-02-2024,19,2.73,5,Pro
489,138,Mistral AI,13-01-2024,48,2.38,3,Free
490,249,Gemini AI,13-01-2024,12,2.99,2,Free
491,327,Claude AI,15-01-2024,28,3.02,5,Free
492,551,ChatGPT,26-01-2024,15,2.95,5,Free
493,580,Gemini AI,22-02-2024,20,1.71,3,Free
494,461,Claude AI,12-01-2024,8,2.4,4,Free
495,455,ChatGPT,18-01-2024,37,3.19,1,Pro
496,315,Gemini AI,16-01-2024,11,3.38,4,Pro
497,308,Mistral AI,22-01-2024,30,3.24,3,Pro
498,293,Gemini AI,19-01-2024,17,2.98,4,Free
499,403,ChatGPT,11-01-2024,37,2.2,2,Pro
500,430,DeepSeek AI,05-02-2024,30,2.84,4,Free
